Text,Label
"Well, it might be hard to convince people that you aren't ignorant of some of the facts, although it appears that you're not completely ignorant of all of the facts... On the other hand, only Christians might label you as ""anti-Christian"" for rejecting literalism.",0
"I think often abortion is wrong but I do not agree with criminalizing it. Primarily the reasons that are used to justify criminilzation are hugely fallacious and secondarily because it won't do a thing that is positive. A woman who is determined to end her pregancy - will. Criminalization will simply make it extremely dangerous. I am responsible, have even had my tubes tied, but if I were to become pregnant and that pregnancy were the result of rape or a threat to my health or livlihood I would end it - and I will not be checking the law books first. Every woman has her line in the sand - abortion will go on regardless of its legal standing. There are a miriad of reasons seek abortion - comdemning those reasons does nothing (i.e. calling them selfish) - addressing them could help. The reasons are valid.",0
"Because they knew full well that the bulk of the confiscated weapons never came from the United States!I don't see why we should care how many weapons couldn't be traced back to America even though they came across the border, because it's a moot point. The identifying marks don't exist on them if they can't be traced, meaning the whole thing is a non-issue for everybody except those who have an axe to grind and rights to try and destroy.",0
"Possibly, depends on what you read and by whom. Still, the war wasn't aganist slavery.",0
"**This is the line that caused me to butt in, walking-fish. Again, my apologies, but prs has no idea of the difference between Lamarckian and Darwinian theory, and how that theoretical difference would be reflected in different social theories. As far as I can tell prs has nothing but preconceived misconceptions about this. I felt compelled to speak up. Hope you're not put out about my intrusion.",0
"I am so sorry to hear about what has happened to you. I hope you get away from this terrible man and surround yourself with people who love you.I must ask, though, why are you a Christian? You completely disagree with typical Christian sentiments on abortion, you feel none of the purported guilt the religious movement implies is inevitable, you feel like you did the right thing, so why would you continue to profess to belong to this religion if you disagree with one of the major issues of the day?",0
"And that (among a number of other reasons) is why I will probably never, ever live in the state of California. Personally I have no desire to live somewhere that won't let me take the means to adequately defend my family and myself, if necessary.",0
Just have to say something on this. If the boy scouts didnt receive federal support and get special deals from the government then they would be able to exclude whoever they want. However since they often hold their meetings in public schools for free and rent public lands for discounted price or even sometimes for free they cannot discriminate against gays and atheists. So they have to make a choice.,0
I'm sorry but the baby is a part of both of them.Should it be that the mother decides to keep the baby and the father want's her to terminate the state will still come chasing for child support.Why the father didn't get a say on if the baby was born or not so why should he have to pay child supportbecause the law says so.,0
"C.S.Lewis believes things on faith, yet we are to use his words, which he is not here to clarify, as evidence that my claim is false, when he obviously accepts the same illogical claim as premise? His use of the word accident can readily be replaced by ""the natural laws of the universe"", or other more descriptive terms, without the negative connotation that seems to scare believers. ""We're an accident? OMG, then we must right!"".",0
"Oh and let us not forget the wonderful couples of just a generation or two ago. Johnny Mathis and partner, Edwin August partner to Jack Kerrigan, Gareth Hughes, producer Ryszard Ordynski and play set designer George James Hopkins, stage actors Franklin Pangborn and Edward Everett Horton and oh so many more. Some were indeed wonderful, some were leturous playboys who moved with the ""Gay"" crowds. But never were they shunned or their careers ruined because of it. In fact, some of their careers flourished because of their associations.",0
It use to be a beautiful city and great liberty for a navy man................I was at Treasure Island in the early sixties waiting for a flight from Travis AFB to Subic bay in the PI.......Spent a week there....Had a great time.........You would not recognize the place now..........,0
You don't have to be the best organism to survive. You just have to be good ENOUGH.,0
"For anti-choicers, it's just about control and power over women. They don't care about life. (Except their own.)This same mother could be a person who didn't have access to pre-natal care. They wouldn't defend that right either.Because they DON'T care about the fetus. They don't care about life. They don't care about health. They care about power and money and pushing people around. That's all.",0
"Not once have I said he is perfect. But when people criticize things that I either know are false or I don't agree with, I will back him up. Just like people back up Kerry. I will remember that when you try to defend anyone.",0
"That's just not true. It is a logical fallacy. Evolutionary theory makes no claims to be able to recount every mutation, recombination, migration, random mating, or chance death of every organsim. But the evidence for evolution is beyond dispute. More than 99% of degreed biologists accept evolutionary theory as the best explanation for the observed data.",0
"I don't think we have any business forcing anyone to do something they don't want to do. The father is supplying his DNA when he engages in sexual relations. After than point he has in effect signed a blank check. It's like the old saw, if you don't want to do the time, don't do the crime. Fathers to be shouldn't be engaging in sex unless they intend to pony up with the montly check. I come from a bit of a bias on this subject because this was my area of endeavor for some 20+ years.",0
"The amount of atmospheric greenhouse gases (CO2 is not the only greenhouse gas) threatens to snowball because of the rapid depletion of available carbon sinks and the consumption of existing ones. The MAIN problem with de-forestations is NOT that the trees are no longer removing CO2 from the atmosphere, but our use of them is adding CO2 to it (burning, etc.) and the other sources we could turn to to remove it are also being used up. Methane hydrates in the polar seabeds threaten to rapidly increase the amount of atmospheric greenhouse gases as soon as the temperature increases enough to destablize the ice crystals holding them in place.",0
"The problem here is the translation from Hebrew to English. In Hebrew the translation was ""seven pairs"" in the English translation we wrote it as ""seven"". No contradictions there.",0
Well it doesn't go against the US constitution...Does it go against the California constitution? I haven't seen much credible evidence for this..then again I don't know much about the California constitution. Do you?,0
"Well, that's your own strong bias speaking. Many of the courts and scholars have disagreed with you.",0
"So, he's immune to new information that contradicts his beliefs. He doesn't care, he has his own predetermined conclusions bolstered by reading whatever creationist rubbish he can find, and he simply refuses to let anything else make an impression on him.",0
"The guy can have an opinion but the ultimate choice is up to the woman who can listen to what the guy says or not, it's up to her. I believe that is what sinjin was saying.",0
"But if you actually take time to read the study that is posted on that website it appears that the claims of the NSPOF are doubtful, inconsistent with other studies, and likely biased in favor of people answering that they had used a gun to defend themselves.",0
"And are people in DC legally allowed to carry their guns with them in a concealed manner, having them readily available like the rest of us do in the country?Absolutely not. According to DC your rights don't extend past your home, and it barely even exists inside your home.",0
"You asked where the line should be drawn in regards to weapons?How about where ownership and use of weapons does not violate the rights of others. Before you respons think about it. Do anything you want. If I don't violate anyone then what is the beef? If I don't break any laws or endanger anyone what is the beef?The safe storage and handling of cannon, cannon propellant, and cannon ammo is well known. They can be stored in places typical of homes without violating the rights of others. BTW a cannon is not a weapon. It is considered a 'firework' by the ATF. Ever see a civil war renactment? Lots of cannons? So yes having a cannon in your front yard does fly.",0
"Oh, buddy, Atheism has EVERYTHING to do with that. The morality-less framework of Atheism ALLOWED them to justify the horrors that they inflicted.",0
"actually, the only valid question plotter asked is about the existence of dinosaurs (How did they fit into the creation schedule?) Good question plotter...Plotter: ""when did he create all the other planets, when did he create all the other stars and comets?""Gen. 1:14 And God said, ""Let there be lights in the firmament of the heavens to separate the day from the night; and let them be for signs and for seasons and for days and years, 15 and let them be lights in the firmament of the heavens to give light upon the earth."" And it was so. and XQ, what stories are you talking about?",0
"He may not hate it, but he sure does some strange things WRT it. For example: his World Apology Tour 2009. emoticon_rolleyes",0
"I don't think people have a right to kills themselves (obviously not natural and obviously not legal right now). As for the other question, I wouldn't think a blatent disregard for the others health is morally ok.",0
"They didn't. Simple as that.Now, let's look at the post you keep quoting (although it has already been addressed by others).First one, Job 40: 15-24, seems to describe a Hippo (possibly an elephant).As to the second one, please show me a fire breathing dinosaur and you'll be in business with your claim that they described dinosaurs. Otherwise, there'll be quite a bit of mocking and scoffing at their claim of fire-breathing creatures.Aside from the fire breathing thing, it sort of sounds like the Nile Crocodile or something of the sort.",0
"**Excuse me, walkingfish, for butting in, but I'd like to reiterate my point to schuster that Darwin's theory of ""Natural Selection"" is just an outgrowth of an ancient social rationalization for unequal distribution political/economic power and privilege, (that is, social elitism, aristocracy and racism), falsely and anthropomorphically applied to non-human life.",0
"And the reasons have been discussed at length and most of us agree about the mother's life being endangered or possibly in cases of rape and incest.........Where we disagree with you is unecessary abortions...such as for birth control, a headache on just and inconveniencce........You think any abortion is alright...We don't.....",0
"""Babies"" are a stage reached after birth. If you are talking about abortions, then no babies are involved, anti-choice, histrionic revisionist linguistics none withstanding",0
"Actually, we do. These inconsistant laws are a product of pro-life people trying to create a stepping stone to a national ban.
 
 Crimes against pregnant women should warrant a more serious offense, not an entirely new offense.",0
"We're legally dead when we no longer mentally exist (hence the term ""brain-dead""), so there is no logical reason to set the beginning point as anything other than the start of the mental existence. Just as people who are dead and without mental existence do not have the ability to obtain rights, a collection of human cells without a mental existence cannot obtain rights. I also notice you have resorted to attacking other people's views rather than following the topic of the thread, which is to share YOUR views. emoticonXBanghead",0
"That's not entirely true. For example, a country that isn't already saturated with, say, handguns, would imo greatly suffer if handguns were suddenly legalised. Banning handguns in a country that is saturated already, is imo, idiotic.
 
 -Wez",0
"I think they have more of a chance becasue, while many manage to delude themselves into believing that an unborn child is not a baby, it would be much more difficult to convince yourself that a crying baby isn't a baby. Even in the animal kingdom (which we are all part of) you see some animals hesitate to kill the young of their own species. Evne coyotes will not generally kill a pup (I have even seen a pack of coyoptes pass a domestic pup without killing it, though they could have. I am told this is because of the stubby nose, which shows the coyotes that it is, indeed, a puppy, even though it looks unfamiliar to them).",0
"1. When their mind develops and begins working.
 2. When their mind stops working.
 3. No, it should not, at least until its mind develops.
 4. No, they are no longer living, and cannot exist without their brain.",0
"Yes, but all concepts of right or wrong are subjective.",0
"I know something of philosophy, and feel free to use Kant to refute me. I did not say God is necessary for a moral code to exist, I said some sort of Supreme Being is necessary for a moral code to exist objectively outside the human mind.What is your support that we do not know whether it is a person or not morally? I tell you now, a fetus is not morally a person to me. There, you are refuted.",0
So? There are other articles and books that do. Is your link the ultimate authority on the cause of crime?,0
"Yes. I know of no one who agrees with all government policies, or all of the premesis that they're based on. But we do all agree (or at least almost all) that we need some method for forming those policies. Compromises must be made. A religious secularist could believe, for example, that if we allow religious beliefs to dictate policy than it's just a matter of time before general religious freedom is compromised for all but those who follow the religion of the ruling party. Rather than risk that they would think it an acceptable compromise to have some policies that they don't agree with, as long as they don't actively compromise their faith.",0
"Even new Justice Sotomayor, who claimed she ruled by precedent will be bound by the Heller Decision if she remains true to her purported philosophy. The debate between Sui Juris and Res Judicia should no longer be an issue with the liberals on this RIGHT! It either applies to all or it applies to none which would result as Justice W.O. Douglas wrote: ""a revolution"". It is in the government's (federal especially) best interests to keep our soldiers employed in foreign countries. BTW, I think the court decision in Nunn vs. State of Georgia did the best summation of this right!",0
"What?! Then how do we discount the Gospel of Thomas or any of the gnostic gospels? How are they wrong and the canonical gospels true? If historians held the ""it does not matter what the document contains"" standard, there'd be no knowing anything.",0
Of course the bolshevik revolution was doomed from the start as Russia was not indsutrialised and the revolution was imposed by a minority of the bourgeoisie rather than a mass movement of the proletariat (not that there was a proletariat in Russia at the time).,0
"Hey, as Collin said, P.Z. registered, and got it. I would say that booting him out is the height of hypocrisy. It confirms to be that it is based on a lie, and the producer knows it. The movie was making a claim that the 'opposition' was silencing I.D., and the presentation of alternate ideas. Yet, what do they do? They kicked someone out they INTERVIEWED for the movie (based on false pretenses to be sure, but they did pay him for appearing in the movie).That sounds that THEY are the ones trying to suppress opposing ideas, not science. Yes, they had the legal right. But, boy did it put egg on their face, considering everything. It shows them to be hypocrites and liars.",0
You don't even take into consideration the possibility that Japan could have a higher mass murder rate- perhaps the same as the US- if guns were freely available in that country. You have a lot of explaining to do if you expect me to buy what you're trying to peddle.,0
I think you are on to something.The problem I see is that any proponent of a plan such as this will have toi take on both the health insurance lobby and the pharma lobby and their bottomless well of $$$ and propaganda.Here's hoping now that there's a new sheriff in town.,0
"Yes. We all ask this question of creationists who propose that the universe was created out of nothing - poof! But science doesn't try to answer that question. We do know that the universe began expanding about 13.7 billion years ago. What went before that and the cause for the expansion isn't known and at present, and may never be knowable. However, we do know that particles can and do spring into existence from nothing, for no apparent reason. Google ""Casimir effect"" and read about one example. Wikipedia will probably be the 3rd entry. This something from nothing is an effect from the zero-point energy of a vacuum.",0
"That's EXACTLY the point. Regardless of whether or not human minds think differently, whichever mind produced and agrees that 2+2=4 is absolutely correct, the rest are wrong. We know this because we can observe and test the concept in the physical world and prove that it is true. This goes for just about anything, dissention in the face of facts does not change the facts.IMHO, this invalidates your claim that something produced in the human mind is not absolute due to some human minds being contradictory.",0
"Actually, the answer might depend more on the nature of the question, or the particular religious cult of the person being asked, etc. In questions of science, fundamentalists will tell you that the answer was revealed to them by their god in their holy scripture.On the other hand, you are characterizing religion as insanity. I think that you really mean that when religion is offered as science, then that is insane.",0
"The link takes me to the USA Today site but gives a message ""The requested document was not found"".
 
 Please post the article.",0
Ludacris and many others in the hip hop scene disrespect women with their lyrics and videos. Much of what hip hop puts out contributes to unwanted pregnancies.,0
You can forget the loaded language including false notions of progress. Lifeforms are evolving by way of purely physical and chemical mechanisms.,0
"Again, modern birds seem to do fine as do gliding mammals such as flying squirrels.",0
"Well, the question I am asking is for you to provide a valid scientific prediction based on creationism.",0
"No. It steps firmly in the realm of REALITY Jyoshu.Have you never heard people talk about how police in an area respond in X amount of time for one situation, but for a different situation, like in a neighborhood predominantly black or gay or ___, the response time is four times as long?Have you never heard of how there have been cases where people have died because they tried to get medical help at the ""white"" hospital?Or how about you read about THIS case and tell me that these concerns aren't real...",0
"Yes and no. Metaphorical creationism can't be disproved period as there are no hard facts to disprove. Literal creationism can be disproven on a number of factors, from the timeline, to events such as the flood.",0
"Well, we can agree to disagree on that one. I won't bother putting it to a vote :)",0
"I think hip hop and the arts are reflections of society. It is good to bring these issues to light, if only so that those who wouldn't normally be aware of them are enlightened.",0
"Hi Joe, welcome to the forum. I must warn you though that you have argued so perfectly and similarly all of the points I just argued on another thread about abortion, that some people around here might just accuse you of being me with a new handle. No problem though, I hope you have better luck than I did. emoticonXSmilie",0
"Let's try to use a little kindness and common sense and not tell people on a public forum to ""shut ur mouth"". Read the forum rules, they might help your focus.
 
 -Mach",0
"But my relationship is between a man and woman. You would be asking marriage to be redefined to do that. Remember, part of what defines marriage is that it is between a man and woman.",0
"The problem with happenstance origins is that there is no evidence, and it's simply not possible to falsify it. If we were able to prove so many scientific proceedures (from abiogenesis to radiometric dating - all based on the presupposition that there is no God) were indisputably true, then ID would be falsified. There is not enough supporting evidence for happenstance origins. Yet so much of happenstance origins is considered science, so all too often, there is no line between religion and science.",0
It may only be salvaging to you but to the parents involved it is body theft.Let me just ask you to step in our shoes for just 10 minutes imagine trawling around 100's of hospital labs and medical schools seeing all these poor little babies lined up in jars and i don't mean just a few there is up to 50 in each hospital and school imagine looking at those jars hoping that one of them is your child so you can at lastgive him the burial he/she deserves(a basic human right) yet at the same time praying that none of them are yours.Having done that can you still say that it is only salvage bearing in mind our children were only sent for post mortem and many of us have not seen them since?,0
Obviously the correct thing to do is kill the zygote. The thing that bothers me about this whole thing is some of the people that said they would refuse to choose. This is characteristic of your typical wimpy religious copout and is nothing but a cheep avoidance tactic. These people are not the kind of people that should be making any important decisions that concern other people so I guess its just as well. A zygote is no more viable then a sperm. The attempt to call a zygote a living being is simply more evidence that the religious have no common sense.,0
And so does the Catholic Church.........They accept the homosexual but still condemn the homosexual act as they would any other sin.......,0
lets see im going to ask you some questions.are you ?are you a ? do you have blue eyes? do you have brown eyes? now if you say NO to one of those things isnt that cosidered an answer? where i come from its yes or no.2 possible answers. not just yes every time to get what you want.,0
"sonar is more than that; it's a method of communication.http://dsc.discovery.com/news/briefs/20041025/bat.htmlWhenever females heard sonar sounds from another female, they would call less frequently, likely to tune in to what the other female was communicating. According to the researchers, female bats interact mainly with other females in complex hierarchies during their lives, so that could be why they take more of an interest in echolocation sounds from their own sex......She told Discovery News, ""The connection of the two studies is in the idea that bat communication is more complex than previously documented, since research is finding a variety of social calls to be communicating territory defense and mate attraction, as well as sonar calls, previously thought to only function in prey capture and navigation, to also have a communication role.""",0
"You hear that cry...allowing gays to marry will cause the downfall of civilization...but you never hear ""how"" or ""why""? More Chicken Little ####.",0
"I know the Pygmies live in Rain Forests now but these evolutions took place, according to you more than a hundred thousand years ago at the very least when the Weather patterns were completely different in Africa and everywhere for that matter. In addition, the OP states 5 genetic clusters based on 5 geographical Continents, that allows one for Africa, yet from that single cluster we get the shortest people on Earth and some of the tallest. Doesn't that cause you to question the reasonableness of this so called theory at all ? Or do you just blindly accept it because it comes to you in the guise of science ? And if it's science then it must be right, right ? emoticonXRolleyes",0
"Now you're being ridiculous. The big bang is not the evolution of the universe. The words ""evolution of the universe"" do not necessarily entail the big bang. For example, brane theory offers an alternative theory to explain the evolution of the universe.But claiming that the ""evolution of the universe"" is part of the theory of evolution is somewhat like claiming that because Kate Hudson has achieved stardom, she is producing vast amounts of energy through hydrogen fusion. Why is it that creationists believe that every word has only a single meaning?By the way, I have always heard the creationist invention ""GTE"" referred to as the General Theory of Evolution - you know, as if there is some relation to the general theory of relativity.",0
"Well, there is now string theory, which has grown into M-theory, which may have a rational answer (at least a mathematical one). But calling it a theory is really a misnomer. It's more like a hypothetical model.But, do you have a rational explanation for the Big Bang?Or do you think that the Big Bang didn't happen?",0
I don't find it surprising. It's probably a strategic sacrifice on their part rather than a change in their personal views . They don't want to lose votes and possible support from gun owners for their priorities like health care reform because of a difference of opinion on gun control policy. They know that the Republicans are going to hit them with everything they've got during election time and exaggerated accusations about the Democrats wanting to take away people's guns would hurt them. The Republicans learned during the Clinton years that creating as much as paranoia as possible about the Democrats supporting big government is the way to regain a majority in Congress. It's all politics.,0
Because there is no evidence against the virgin birth and there is considerable evidence against Adam -- including the text of Genesis 1.,0
"I believe science can indeed tell us when it cannot be considered a ""person"" as we define a person legally. No mental existence for the simple reason that the hardware has yet to form. Protecting ""potential"" persons is beyond the scope of our Constitution IMO.",0
"So according to one of the people who conducted the study don't go using their results as a tool for arguing against abortion.One woman I know had an abortion a short time after she was married. I also know she has regrets that she had the procedure. I considered what she had to say about her experience and thought about the 14 year old son she now has. From what she told me, I could plainly see she would never have had her son if she had not had her abortion as her circumstances would have changed beyond recognition. Perhaps she gets depressed about the child she never had because of her abortion. However, her son is a fantastic boy whom she loves very much. So we cannot simplify in quite the way you seem to infer that we can.",0
"Anti abortion people want to take a womens right to an abortion away period. Would you force someone to get a sonagram of a tumor and be forced to look at it and think ""do I really want to have this tumor removed?"" That is exactly what a fetus is and for some women that is how it is viewed.",0
The only reason why that makes no sense is that no one exists inside the embryo. It would be like writing about someone weeding their garden from a weeds point of view. The anthropomorphization of non-mental existant beings is implausible at least.,0
"Private guns were completely private. They were personal property and could not be seized. It was the man that carried the weapon who was required to provide service, and required to provide his own weapon. Since the enrollment and inventory requirements were specifically to ensure that every man had his own private rifle, shot, powder, kit to fight with, it would seem rather stupid to worry that it was infringing on peoples right to bear arms, wouldn't it? Contrast this with today, where registration schemes have been used in places like new york to provide lists for seizure or surrender of firearms. In the one case, you have a law that is meant to insure that everybody has a weapon, i the other, it is a law determined to limit the accessibility of weapons. You really don't see the difference here?",0
"Because natural selection works on a cost/benefit basis. For bats and whales and cave-dwelling birds echolocation confers huge advantage, allowing them to exploit niches closed to competing species. For ground- or tree-dwelling terrestrial animals, it would be of marginal or zero benefit, given the 'noise' in their immediate surroundings.",0
"HA wouldnt you say someone who is really overweight actually has more of a problem with stress on their joints, muscels, heart, and bladder than a woman carrying a small child in her womb? Obesity can demand major scarifices in behavior and diet. Some of which can be detrimental.I really dont see your point because this isnt just a woman's problem when it comes to these issues you pointed out.And im not really sure what a ""pregnancy"" is according to you.. please explain.. When i hear the word pregnant, i think of 2 people, not just 1.Also, the baby has its own blood, its own immune system, and contains its own calories once consumed. theres nothing that the mother has that the baby doesnt other than it just needs nutrtion. Just like you need food everyday.",0
"Actually, society hasn't said this. 5 judges, in very recent times, have. I for one think that some 17 year olds fully comprehend the full implications of murder, and therefore should be held accountable in the same way as an 18 year old. I guess I just don't see any reason why a jury could not address the issue on a case by case basis. I do not see the ""18 and over execution rule"" in the eighth amendment.",0
"To be more accurate, (not something noted amongst the pro-gun rabble) the right of protestants to have arms for their defence against catholics.I think we've all seen quite enough of this ""defence"" in Northern Ireland. (assuming that yanks can locate the place with a map emoticonXRolleyes )",0
Yes. The first one isolated was a frame-shift mutation on a plasmid. A fairly common source of useful mutations in bacteria.,0
"ICBM, but I believe the termites make up the largest land-based biomass on earth.",0
You are incorrect when it comes to the age of the earth. All inidciation by all branches of science indicate an earth that is over 3 billion years old. (aside from the lies of the Young earth creationism. Each and every one of those 'indications' are based on misunderstandings and out right lies aboutscience. A discussion about the various methods (and where the YEC claims go wrong can be found at http://www.talkorigins.org/faqs/faq-age-of-earth.html,0
"So you see, Brady, you're wrong again. The McDonald ruling wasn't an issue of guaranteeing white men their ability to feel safe in the face of growing minority groups. Quite the opposite. The McDonald ruling was about striking against those with racist and evil intentions who would use the law to render innocent people helpless for no good reason. It was as much about protecting minorities from harm as anything.",0
"For years I've tried to get one of our resident gay members to debate me on that fact. To date, no takers. Want to step up?",0
Rarely has truth ever supported one side of a political movement.,0
Because the modern application of gun control is to target everyone. But that doesn't change the fact that gun control began as a purely racist concept.,0
"think of it as a photocopy of a check for a million dollars. yes the copy is in the image and likeness of the original check, but it is not the check. you cannot cash the photocopy, regardless of how accurate the copy is, it is not the check, only an image of it. that doesn't mean anything is ""wrong"" with the original, and it doesnt mean that the copy has to have all the properties and function of the original. its just an image",0
"The logic we use to make statements about reality is derived from the way we observe material things behaving, and that logic is not immutable. Quantum physics demonstrates the fundamentally uncertain nature of reality at very tiny scales: the 'law of excluded middle' in particular taking it firmly in the shorts. Given that logic can vary on such a simple metric as physical scale, your argument is starting to look more than a bit frayed at the edges :)",0
"I think there are some things they will habitually avoid discussing.
 After a while, even Archie realizes the claims he makes that are no-brainer false.",0
"What you are talking about here is the *potential* to exist being important. I would personally also thinking that potential existence is important, but not nearly as important as an existing person. After all, unfertilized eggs and sperm also have the *potential* to become full people but no one is concerned about their loss. For many of us it is the actual mentally-existing person that is most important. For both the 'braniac"" case you present and for the early term fetus, if there is no reason to kill it, then don't. However, if there is a contest between the rights of a living, existing person and the rights of either *potential* person, then I think the rights of the living person win out.",0
"Actually, if you want to check, you will find that biologists themselves will point out the holes. We still have a lot to learn. Many of the holes have been closed even in my lifetime and the creationist god-of-the-gaps is being reduced to smaller and smaller gaps. But if you want a creationist to ""join the real world"", you're going to have to do more than be offensive and insulting. You might present some actual facts to support your position. Of course, I presume that you will actually educate yourself before presenting the facts.Have a nice day.",0
"It's even worse than that. He isn't asking for info on how it works; if he was I would supply it gladly. He claims to already know that it's wrong, which implies that he thinks he knows what it's about. But despite already knowing what carbon dating is, he still needs someone here to provide an explanation before he can present his ""proof"" that it's incorrect. As Akbar says, ""It's a trap!""",0
Clinton gave access to b/c which is known to prevent pregnancies. Bush has reduced access to b/c (including e/c). A primary reason for aborting is money - Americans have been less well off under Bush.,0
"I agree that during debate of an issue like this both sides can get pretty nasty. However, you would be hard-pressed to find a place where those that are choice are screaming in your face, interrupting your personal life on an already hard day like this.",0
"Thanks Duo.peddler, how about you actually address the points I put to you originally?""Off course, you might be trying to infer that because there are differences of opinion in the field of evolution makes the whole notion irrelevant. I disagree, but if you insist we will examine differences in opinion between different groups within, lets see......... how about Christianity? Do they make the whole religion completely rejectable?""Cheers :)",0
"How about the individual's offspring? Is a ""subtract 10 years"" gene encoded in the genome just because of one marriage?
Still no evidence.",0
"So...what was all that bull**** about terrorists exploiting America's ""weak gun control laws"" in order to amass arsenals of deadly weapons?It seems to me that they don't need undercover operatives to come to America, forge documents and undergo background checks just to get civilian weapons. They've got their own arms manufacturing plants over there, they can make whatever they need or want.",0
"In 2000, the U.S. recorded close to 11,000 firearm homicides and more than 16,000 firearm suicides. The European Union -- an area with a population approximately 25% higher than that of the U.S. -- reported fewer than 1,300 firearm homicides for the same year. In Japan, the number was 22.sinjin - The US firearm homicide rate is more than 180x that of Japan.",0
"Because that's when the law says that they have the 'right to live.' Rights are legal terms that are fabricated by humans. They are not constant, but rather change whenever we wish to change them.",0
"But because your book of mythology tells you about a week of creation, you prefer that (because it requires less thought) to examining reality.",0
"Hardly any criminals go armed in England, and certainly not with guns. Burglars and muggers have enough sense to know that while getting done for burglary or mugging will not be pleasant, getting done for burglarly or mugging AND possession of a firearm will be far, far worse, assuming they survive the arrival of the armed response squad.",0
You blame others for your failure to understand the basics.,0
"Yet he hasn't. No pro-choice person I know wants abortion to be prevalent, they just want it to be an option. Wanting it safe and rare and available is not an abnormal positon for a pro-choice person.",0
So Lewontin is the person who determines the opinion of the general public or something?,0
"Directed variation seems unlikely:
 http://www.blackwellpublishing.com/ridley/tutorials/Natural_selection_and_variation17.asp
 
 Would not selection of mating partners produce nonrandom variation?",0
"Oh it will and from what I have seen of the arguments the court will strike down prop 8 and every anti gay marriage amendment. I have seen the reinactments taken from the trial record. 
 YouTube - Prop 8 Trial Re-enactment, Day 1 Chapter 1",0
"You know, I really don't know if she does. I'd like to think that she does care about the moral concerns of most people in the nation, but it's starting to become more and more apparent that may not be the case.At the rate they are going, gay rights people in this country are going to bring a constitutional amendment on themselves before they truly realize the value of actually trying to see the issue through someone's eyes other than their own, and actually dialoging rather than trying to dictate their views onto the nation. By then it will be too late.",0
"Distract? No. If Wells is accusing equivocation, he'd better be able to back up his claim.",0
"And what evidence do you have that having two gay parents would confuse a child about weahter they should be gay? Did you know that the same percentage of children that were brought up by gay couples turn out to be gay as children who are brought up by straight couples? I would say that destroys your conception that the kid would be confused.I know a number of people who were brought up by commited gay couples (admittedly not many), and not one of the ones I know turned out to be gay.",0
"Erm... we are? Levels of CO2 in the atmosphere are usually quoted as parts per million, currently a little over 380ppm, 150 years ago closer to 280. In 1970 about 330ppm.
 Carbon dioxide in the Earth's atmosphere - Wikipedia, the free encyclopedia",0
"here we go Dan. your problem with the law is not whether its fair or not, its whether you can benefit personally from it. you have no problem with abortion because your not going to be the victim of such a law, but youd definitely have a problem if you were the one suffering from the law. Apparently you dont care if the law disadvantages or is unfair to others, as long as it doesn't hurt you, you're OK with it.",0
"Yes, it does. Read it all. Also go to this link where an Israeli citizen talks about guns and gun-control in Israel. http://www.counsel.net/chatboards/2n....02.36.24.htmlSounds like Israel has strict gun-control laws but also lots of guns. Gun-control has not led to gun confiscation in that nation.",0
"But there is no evidence that it did not come about by natural processes. And, there is, in fact, evidence of natural processes that may have resulted in life. Just because you don't understand it doesn't make it so.",0
"I'm not sure where anyone said it related to evolution, the big bang, etc., but I might have missed something.",0
"You/he could just have said 'slippery slope' in the first place; that argument is an old one, which I though was dealt with a long time ago. You can't disapprove of A on the grounds that it might lead to B - firstly because you have little to no evidence that it will, secondly because A is not necessary for B to happen and thirdly because that difference between A and B is all the argument you need to prevent B but be in favour of A. You can approve of punishing criminals but be against the death sentance.",0
"Mythology. But nevertheless, shipbuilding has been going on for a lot longer than 500 years. There have been a lot of skilled shipbuilders who have passed along their knowledge from generation to generation. Do you think that every time someone builds a ship that they invent the whole process? Nah. 300 ft is about the limit for wood no matter how you design it. Even worse it you cast a big box adrift in a huge storm. How did the animals survive the rolling and rolling?",0
"You know what they mean, I know what they mean, but as someone involved in teaching evolution to high school kids I wish they'd avoid the implication of purposeful change and just refer to beak size changing in response to new selective pressure.As I said, I may just be being nit-picky. Language apart, this is another nice example of evolutionary change happening right before our eyes.",0
I believe you have even debated that it is conditioned into humans to be religious and therefore it validates religions. So why is there a need to debate whether animals love if they are acting on a conditioned response?,0
"End the guessing right now. Don't guess. The meaning of the 2nd Amendment is explained in two documents: 1) The Militia Act of 1792 and 2) Federalist Papers #29. Both of which was written by the same Congress and same men who wrote the 2nd Amendment, the Constitution, and established the political philosophy of our country.First the Militia Act states WE AREA ALL IN THE MILITIA and that all citizens bring thier own weapons. - http://www.constitution.org/mil/mil_act_1792.htmThe more broader philosophy and intent of the 2nd Amendment and the Militia Act is further explained in the Federalist #29. - http://federalistpapers.com/federalist29.htmlThese documents are the thoughts and intent of the men who wrote the 2nd Amendment. So gun control slime are guessing or trying to reinvent history when they think gun ownership is collective. None of these documents anywhere support the collective idea.",0
"The terrorists saw it as absolutly necessary. Personally, I disagree. When we kill children in Iraq, we see it as absolutly necessary, call it a horrible side effect of war. I disagree on that, too, I don't think it is necessary at all.",0
Here is the definition of pro:1 : an argument or evidence in affirmation <an appraisal of the pros and cons> 2 : the affirmative side or one holding it You claim to be defending the right to bear arms. Yet you defend the very gun control laws that the gun haters want!How are you defending the right to bear arms if you want the very same gun control laws as the gun haters?,0
